n,p,reinicio,fuente_elegida,convergencia_scipy,iteraciones,evaluaciones,esperanza,razon_esperada,probabilidad_optimo,bitstring_mas_probable,costo_bitstring_mas_probable,probabilidad_mas_alta,norma,gamma_escalado_1,gamma_fisico_1,beta_1,gamma_escalado_2,gamma_fisico_2,beta_2,gamma_escalado_3,gamma_fisico_3,beta_3
12,2,7,optimizado,True,12,105,72.8603590919964,0.7809287760086864,0.005384685481749027,111001001010,93.29962133393254,0.0026923427408745136,1.0000000000000009,0.9162810758430033,0.009820844529938654,3.141592653589793,3.7330126078422334,0.040011015633156025,1.9634954028927833,,,
12,2,8,optimizado,True,19,105,72.86035909199546,0.7809287760086763,0.005384686209550641,111001001010,93.29962133393254,0.0026923431047753206,1.0000000000000009,0.0442961223275053,0.00047477279857312217,3.141592653589793,4.604998485034488,0.04935709726463416,1.9634954109155696,,,
12,2,9,optimizado,True,20,120,77.06269077981818,0.8259700272768766,0.009035508660754166,111001001010,93.29962133393254,0.004517754330377083,1.0000000000000007,3.3432880099533717,0.03583388616244417,0.47199024958118085,6.283185307179586,0.06734416728822452,0.2029282823800126,,,
12,2,10,optimizado,True,24,140,77.06269077982067,0.8259700272769033,0.009035509348915834,111001001010,93.29962133393254,0.004517754674457917,0.9999999999999996,3.3432864651069387,0.03583386960453739,0.47199025517196386,6.283185307179586,0.06734416728822452,1.773724780602346,,,
12,3,1,optimizado,False,0,287,77.06269077982085,0.8259700272769053,0.009035508882642148,111001001010,93.29962133393254,0.004517754441321074,1.0000000000000018,3.3432868438488197,0.035833873663952374,0.4719901999808215,6.283185307179586,0.06734416728822452,0.2029283727010419,0.0,0.0,0.0
12,3,2,optimizado,True,36,322,79.66793880681678,0.8538934849468313,0.014891250624311021,111001001010,93.29962133393254,0.007445625312155511,0.9999999999999997,3.361685780240278,0.03603107635489577,0.5262935470226499,6.283185307179586,0.06734416728822452,0.26592698963340644,6.283185307179586,0.06734416728822452,0.14293819856438275
12,3,3,optimizado,True,43,413,79.66793880681853,0.85389348494685,0.014891250339791539,111001001010,93.29962133393254,0.007445625169895769,0.9999999999999997,3.3616852290536823,0.036031070447191234,0.5262935478265791,6.283185307179586,0.06734416728822452,0.26592705407659595,6.283185307179586,0.06734416728822452,0.14293819909786779
12,3,4,optimizado,True,41,350,79.66793880681699,0.8538934849468336,0.014891246663344104,111001001010,93.29962133393254,0.007445623331672052,0.9999999999999991,3.3616823378329763,0.03603103945863346,0.5262936560130169,6.283185307179586,0.06734416728822452,0.2659271884246927,6.283185307179586,0.06734416728822452,0.1429382010077582
12,3,5,optimizado,True,49,483,77.66873850006567,0.8324657419600577,0.01048794255634865,111001001010,93.29962133393254,0.005243971278174325,1.0000000000000009,3.967322066593367,0.042522381224955316,2.0639056769524817,6.28318529781187,0.06734416718781987,3.141592653589793,1.462890140540211,0.015679486364386236,1.7749811888755291
12,3,6,optimizado,True,42,371,79.66793880681854,0.8538934849468502,0.014891248282970261,111001001010,93.29962133393254,0.0074456241414851305,0.9999999999999997,3.3616841158642914,0.03603105851585245,2.0970897622673936,6.283185307179586,0.06734416728822452,0.2659269395504468,6.283185307179586,0.06734416728822452,1.7137344784815953
12,3,7,optimizado,True,35,336,77.66873850006725,0.8324657419600746,0.010487945862238062,111001001010,93.29962133393254,0.005243972931119031,0.9999999999999986,3.9673237018003706,0.04252239875136089,0.49310936038693853,4.552114399529184,0.0487902773274465,3.141592653589793,3.193963764914584,0.034233405443438614,1.7749812189247194
12,3,8,optimizado,True,25,189,77.06269077982088,0.8259700272769056,0.009035509076220761,111001001010,93.29962133393254,0.004517754538110381,0.9999999999999996,0.0,0.0,2.9217245226648267,3.3432866501997123,0.03583387158839082,2.0427865585674168,6.283185307179586,0.06734416728822452,1.7737247391928477
12,3,9,optimizado,True,34,280,79.6679388068193,0.8538934849468582,0.014891246647551901,111001001010,93.29962133393254,0.007445623323775951,1.0000000000000004,3.3616837493728786,0.036031054587739905,2.0970898364988915,6.283185307179586,0.06734416728822452,1.8367233610005786,6.283185307179586,0.06734416728822452,1.7137344413860272
12,3,10,optimizado,True,33,273,79.66793880681931,0.8538934849468585,0.014891247690491391,111001001010,93.29962133393254,0.007445623845245696,1.0000000000000018,3.3616844966763915,0.036031062597456365,0.526293468215285,6.283185307179586,0.06734416728822452,0.26592697199368337,6.283185307179586,0.06734416728822452,1.7137344449651906
12,3,11,optimizado,True,39,315,79.66793880681442,0.8538934849468061,0.014891251578993273,111001001010,93.29962133393254,0.0074456257894966365,1.0000000000000013,3.3616858753618475,0.03603107737442369,0.5262933250425827,6.283185307179586,0.06734416728822452,1.8367231240361603,6.283185307179586,0.06734416728822452,0.14293818617564247
12,3,12,optimizado,True,23,196,72.86035909199352,0.7809287760086554,0.005384684597439234,111001001010,93.29962133393254,0.002692342298719617,1.0000000000000018,1.2944646450749757,0.013874275442268078,3.141592653589793,3.354827686266728,0.035957570226196146,2.933512052744919,0.0,0.0,0.6007797157540259
