n,p,bitstring,frecuencia,probabilidad,costo,es_optimo
8,1,01100001,1,0.001953125,17.312309416,False
8,1,01100100,1,0.001953125,17.044715877,False
8,1,11011011,1,0.001953125,16.365169293,False
8,1,00110111,1,0.001953125,14.575511663,False
8,1,01110011,1,0.001953125,11.928819408999999,False
8,1,01100111,1,0.001953125,10.659264093,False
8,1,00010100,1,0.001953125,5.203846656,False
8,1,10101111,1,0.001953125,3.91624757,False
8,1,11101111,1,0.001953125,3.236700986,False
8,1,10111011,1,0.001953125,2.646692254,False
8,1,10111111,1,0.001953125,0.679546584,False
8,2,11010010,16,0.03125,42.218037148,True
8,2,00101101,14,0.02734375,42.218037148,True
8,2,01101101,23,0.044921875,41.53849056400001,False
8,2,10010010,15,0.029296875,41.53849056400001,False
8,2,11010110,18,0.03515625,40.250891478,False
8,2,00101001,12,0.0234375,40.250891478,False
8,2,01101001,19,0.037109375,39.571344894,False
8,2,10010110,11,0.021484375,39.571344894,False
8,2,01101100,11,0.021484375,39.303751355,False
8,2,10010011,10,0.01953125,39.303751355,False
8,2,00111101,9,0.017578125,38.981336162,False
8,2,11000010,9,0.017578125,38.981336162,False
8,2,11010011,10,0.01953125,38.624204771,False
8,2,00101100,9,0.017578125,38.624204771,False
8,2,01111101,11,0.021484375,38.301789578000005,False
8,2,10000010,9,0.017578125,38.301789578000005,False
8,2,10010111,14,0.02734375,37.336605685,False
8,2,01101000,5,0.009765625,37.336605685,False
8,2,11000110,5,0.009765625,37.014190492000004,False
8,2,00111001,4,0.0078125,37.014190492000004,False
8,2,00101000,6,0.01171875,36.657059101,False
8,2,11010111,6,0.01171875,36.657059101,False
8,2,00001111,14,0.02734375,36.440204518,False
8,2,11110000,14,0.02734375,36.440204518,False
8,2,01111001,8,0.015625,36.334643908000004,False
8,2,10000110,5,0.009765625,36.334643908000004,False
8,2,01111100,11,0.021484375,36.067050369,False
8,2,10000011,4,0.0078125,36.067050369,False
8,2,10110000,18,0.03515625,35.76065793400001,False
8,2,01001111,12,0.0234375,35.76065793400001,False
8,2,00111100,6,0.01171875,35.387503785,False
8,2,11000011,5,0.009765625,35.387503785,False
8,2,11110100,13,0.025390625,34.473058848,False
8,2,00001011,4,0.0078125,34.473058848,False
8,2,01111000,5,0.009765625,34.099904699,False
8,2,10000111,3,0.005859375,34.099904699,False
8,2,01001011,10,0.01953125,33.793512264,False
8,2,10110100,8,0.015625,33.793512264,False
8,2,10110001,6,0.01171875,33.525918725000004,False
8,2,01001110,2,0.00390625,33.525918725000004,False
8,2,00111000,3,0.005859375,33.420358115,False
8,2,11000111,2,0.00390625,33.420358115,False
8,2,00011111,14,0.02734375,33.203503532,False
8,2,11100000,3,0.005859375,33.203503532,False
8,2,00001110,9,0.017578125,32.846372141,False
8,2,11110001,6,0.01171875,32.846372141,False
8,2,10100000,8,0.015625,32.523956948000006,False
8,2,01011111,1,0.001953125,32.523956948000006,False
8,2,01001010,5,0.009765625,31.558773055,False
8,2,10110101,2,0.00390625,31.558773055,False
8,2,11100100,4,0.0078125,31.236357862000002,False
8,2,00011011,3,0.005859375,31.236357862000002,False
8,2,00001010,6,0.01171875,30.879226471,False
8,2,11110101,1,0.001953125,30.879226471,False
8,2,01011011,5,0.009765625,30.556811278,False
8,2,10100100,4,0.0078125,30.556811278,False
8,2,10100001,4,0.0078125,30.289217739,False
8,2,01011110,3,0.005859375,30.289217739,False
8,2,11100001,4,0.0078125,29.609671155,False
8,2,00011110,4,0.0078125,29.609671155,False
8,2,11101000,1,0.001953125,28.973535285999997,False
8,2,01011010,4,0.0078125,28.322072069,False
8,2,10100101,2,0.00390625,28.322072069,False
8,2,01010111,2,0.00390625,28.293988701999996,False
8,2,10101000,2,0.00390625,28.293988701999996,False
8,2,00011010,1,0.001953125,27.642525485,False
8,2,01001101,2,0.00390625,27.140466941,False
8,2,10101100,2,0.00390625,26.326843032,False
8,2,01010011,1,0.001953125,26.326843032,False
8,2,11111000,1,0.001953125,25.736834299999998,False
8,2,11101101,1,0.001953125,23.412557238999998,False
8,2,00000110,1,0.001953125,22.143001923,False
8,2,11010000,1,0.001953125,22.042180895,False
8,2,01011100,1,0.001953125,21.669026746,False
8,2,00110111,1,0.001953125,14.575511663,False
8,2,11101111,1,0.001953125,3.236700986,False
8,2,10111011,1,0.001953125,2.646692254,False
8,2,00000100,1,0.001953125,1.96714567,False
8,2,10111111,1,0.001953125,0.679546584,False
8,3,11010010,43,0.083984375,42.218037148,True
8,3,00101101,41,0.080078125,42.218037148,True
8,3,10010010,36,0.0703125,41.53849056400001,False
8,3,01101101,35,0.068359375,41.53849056400001,False
8,3,11010110,20,0.0390625,40.250891478,False
8,3,00101001,14,0.02734375,40.250891478,False
8,3,01101001,22,0.04296875,39.571344894,False
8,3,10010110,13,0.025390625,39.571344894,False
8,3,10010011,12,0.0234375,39.303751355,False
8,3,01101100,11,0.021484375,39.303751355,False
8,3,00111101,13,0.025390625,38.981336162,False
8,3,11000010,9,0.017578125,38.981336162,False
8,3,00101100,12,0.0234375,38.624204771,False
8,3,11010011,11,0.021484375,38.624204771,False
8,3,10000010,9,0.017578125,38.301789578000005,False
8,3,01111101,8,0.015625,38.301789578000005,False
8,3,10010111,15,0.029296875,37.336605685,False
8,3,01101000,3,0.005859375,37.336605685,False
8,3,00111001,5,0.009765625,37.014190492000004,False
8,3,11000110,4,0.0078125,37.014190492000004,False
8,3,00101000,8,0.015625,36.657059101,False
8,3,11010111,2,0.00390625,36.657059101,False
8,3,11110000,13,0.025390625,36.440204518,False
8,3,00001111,10,0.01953125,36.440204518,False
8,3,01111001,10,0.01953125,36.334643908000004,False
8,3,10000110,4,0.0078125,36.334643908000004,False
8,3,01111100,7,0.013671875,36.067050369,False
8,3,10000011,4,0.0078125,36.067050369,False
8,3,10110000,13,0.025390625,35.76065793400001,False
8,3,01001111,12,0.0234375,35.76065793400001,False
8,3,00111100,4,0.0078125,35.387503785,False
8,3,11000011,2,0.00390625,35.387503785,False
8,3,11110100,9,0.017578125,34.473058848,False
8,3,00001011,2,0.00390625,34.473058848,False
8,3,10000111,3,0.005859375,34.099904699,False
8,3,01111000,2,0.00390625,34.099904699,False
8,3,01001011,9,0.017578125,33.793512264,False
8,3,10110100,4,0.0078125,33.793512264,False
8,3,10110001,2,0.00390625,33.525918725000004,False
8,3,11000111,2,0.00390625,33.420358115,False
8,3,00111000,2,0.00390625,33.420358115,False
8,3,00011111,3,0.005859375,33.203503532,False
8,3,11100000,2,0.00390625,33.203503532,False
8,3,00001110,4,0.0078125,32.846372141,False
8,3,11110001,1,0.001953125,32.846372141,False
8,3,10100000,1,0.001953125,32.523956948000006,False
8,3,01001010,1,0.001953125,31.558773055,False
8,3,00001010,2,0.00390625,30.879226471,False
8,3,01011110,2,0.00390625,30.289217739,False
8,3,11100001,1,0.001953125,29.609671155,False
8,3,00011110,1,0.001953125,29.609671155,False
8,3,00010111,2,0.00390625,28.973535285999997,False
8,3,10101000,3,0.005859375,28.293988701999996,False
8,3,01010111,1,0.001953125,28.293988701999996,False
8,3,00001101,2,0.00390625,27.820013525,False
8,3,01001101,2,0.00390625,27.140466941,False
8,3,10110010,1,0.001953125,27.140466941,False
8,3,11101001,1,0.001953125,25.379702909,False
8,3,10110110,1,0.001953125,25.173321271,False
8,3,01001001,1,0.001953125,25.173321271,False
8,3,01000111,1,0.001953125,25.057287715999998,False
8,3,11110011,1,0.001953125,24.226181148,False
8,3,01010010,1,0.001953125,24.092103823,False
8,3,11001010,1,0.001953125,23.195702655999998,False
8,3,10111001,1,0.001953125,22.822548507,False
8,3,01110101,3,0.005859375,22.516156071999998,False
8,3,11110111,1,0.001953125,22.259035477999998,False
8,3,10001110,1,0.001953125,20.549010402,False
8,3,01110100,1,0.001953125,20.281416863,False
8,3,10001111,1,0.001953125,18.314271193,False
8,3,01111111,1,0.001953125,18.125933325000002,False
8,3,11001111,2,0.00390625,17.634724609,False
8,3,10011011,1,0.001953125,17.044715877,False
8,3,00110111,1,0.001953125,14.575511663,False
8,3,01110011,1,0.001953125,11.928819408999999,False
8,3,01010100,1,0.001953125,5.88339324,False
8,3,00000100,1,0.001953125,1.96714567,False
10,1,1100101010,5,0.009765625,87.07504782800002,True
10,1,0011010101,4,0.0078125,87.07504782800002,True
10,1,0111010101,6,0.01171875,86.39550124400002,False
10,1,1000101010,4,0.0078125,86.39550124400002,False
10,1,0011010001,4,0.0078125,85.10790215800002,False
10,1,1100101110,3,0.005859375,85.10790215800002,False
10,1,1000101110,5,0.009765625,84.42835557400001,False
10,1,0111010001,3,0.005859375,84.42835557400001,False
10,1,0111010100,4,0.0078125,84.16076203500002,False
10,1,1000101011,1,0.001953125,84.16076203500002,False
10,1,1100001010,5,0.009765625,83.83834684200002,False
10,1,0011110101,2,0.00390625,83.83834684200002,False
10,1,0011010100,4,0.0078125,83.48121545100001,False
10,1,1100101011,2,0.00390625,83.48121545100001,False
10,1,1000001010,4,0.0078125,83.15880025800001,False
10,1,0111110101,3,0.005859375,83.15880025800001,False
10,1,1000101111,4,0.0078125,82.19361636500001,False
10,1,0111010000,3,0.005859375,82.19361636500001,False
10,1,1100001110,2,0.00390625,81.87120117200001,False
10,1,0011110001,1,0.001953125,81.87120117200001,False
10,1,1100101111,4,0.0078125,81.514069781,False
10,1,0011010000,1,0.001953125,81.514069781,False
10,1,0001010111,4,0.0078125,81.29721519800002,False
10,1,1110101000,2,0.00390625,81.29721519800002,False
10,1,0111110001,8,0.015625,81.191654588,False
10,1,1000001011,3,0.005859375,80.92406104900002,False
10,1,0111110100,2,0.00390625,80.92406104900002,False
10,1,1010101000,4,0.0078125,80.61766861400001,False
10,1,0101010111,2,0.00390625,80.61766861400001,False
10,1,0011110100,3,0.005859375,80.24451446500001,False
10,1,1100001011,2,0.00390625,80.24451446500001,False
10,1,1110101100,1,0.001953125,79.33006952800001,False
10,1,0001010011,1,0.001953125,79.33006952800001,False
10,1,0111110000,4,0.0078125,78.95691537900001,False
10,1,1000001111,2,0.00390625,78.95691537900001,False
10,1,0101010011,1,0.001953125,78.650522944,False
10,1,1010101100,1,0.001953125,78.650522944,False
10,1,1010101001,7,0.013671875,78.38292940500001,False
10,1,0101010110,5,0.009765625,78.38292940500001,False
10,1,1100001111,6,0.01171875,78.277368795,False
10,1,0011110000,3,0.005859375,78.277368795,False
10,1,0001110111,5,0.009765625,78.06051421200002,False
10,1,1110001000,3,0.005859375,78.06051421200002,False
10,1,0001010110,2,0.00390625,77.703382821,False
10,1,1110101001,1,0.001953125,77.703382821,False
10,1,1010001000,6,0.01171875,77.38096762800001,False
10,1,0101110111,1,0.001953125,77.38096762800001,False
10,1,1010101101,3,0.005859375,76.415783735,False
10,1,0101010010,1,0.001953125,76.415783735,False
10,1,1110001100,3,0.005859375,76.09336854200001,False
10,1,0001110011,2,0.00390625,76.09336854200001,False
10,1,0001010010,1,0.001953125,75.736237151,False
10,1,1110101101,1,0.001953125,75.736237151,False
10,1,1010001100,2,0.00390625,75.413821958,False
10,1,0101110011,1,0.001953125,75.413821958,False
10,1,1101100010,8,0.015625,75.25229142300002,False
10,1,0010011101,2,0.00390625,75.25229142300002,False
10,1,0101110110,2,0.00390625,75.14622841900001,False
10,1,1010001001,2,0.00390625,75.14622841900001,False
10,1,0110011101,7,0.013671875,74.57274483900001,False
10,1,1001100010,2,0.00390625,74.57274483900001,False
10,1,0001110110,3,0.005859375,74.466681835,False
10,1,1110001001,1,0.001953125,74.466681835,False
10,1,1110011000,3,0.005859375,73.83054596600002,False
10,1,0001100111,1,0.001953125,73.83054596600002,False
10,1,0010011001,5,0.009765625,73.28514575300001,False
10,1,1101100110,1,0.001953125,73.28514575300001,False
10,1,1010001101,3,0.005859375,73.179082749,False
10,1,0101110010,2,0.00390625,73.179082749,False
10,1,0101100111,4,0.0078125,73.15099938200001,False
10,1,1010011000,1,0.001953125,73.15099938200001,False
10,1,1110101010,2,0.00390625,72.67702420500001,False
10,1,0001010101,1,0.001953125,72.67702420500001,False
10,1,0110011001,3,0.005859375,72.60559916900002,False
10,1,1001100110,3,0.005859375,72.60559916900002,False
10,1,1110001101,1,0.001953125,72.499536165,False
10,1,1001100011,4,0.0078125,72.33800563000001,False
10,1,0110011100,4,0.0078125,72.33800563000001,False
10,1,1101000010,3,0.005859375,72.01559043700001,False
10,1,0010011100,2,0.00390625,71.658459046,False
10,1,1101100011,1,0.001953125,71.658459046,False
10,1,0110111101,4,0.0078125,71.336043853,False
10,1,1001000010,2,0.00390625,71.336043853,False
10,1,1010011100,1,0.001953125,71.183853712,False
10,1,0101100011,1,0.001953125,71.183853712,False
10,1,0101100110,4,0.0078125,70.91626017300001,False
10,1,1010011001,1,0.001953125,70.91626017300001,False
10,1,0001010001,4,0.0078125,70.70987853500002,False
10,1,1110101110,1,0.001953125,70.70987853500002,False
10,1,0001000111,1,0.001953125,70.59384498000001,False
10,1,1110111000,1,0.001953125,70.59384498000001,False
10,1,1001100111,4,0.0078125,70.37085996,False
10,1,0110011000,1,0.001953125,70.37085996,False
10,1,1110011001,3,0.005859375,70.236713589,False
10,1,0001100110,1,0.001953125,70.236713589,False
10,1,1101000110,4,0.0078125,70.048444767,False
10,1,0010111001,3,0.005859375,70.048444767,False
10,1,0101000111,1,0.001953125,69.914298396,False
10,1,1010111000,1,0.001953125,69.914298396,False
10,1,1010101011,3,0.005859375,69.762738412,False
10,1,0010011000,1,0.001953125,69.69131337600001,False
10,1,1101100111,1,0.001953125,69.69131337600001,False
10,1,1111100000,2,0.00390625,69.47445879300001,False
10,1,0001110101,2,0.00390625,69.440323219,False
10,1,1110001010,1,0.001953125,69.440323219,False
10,1,1001000110,4,0.0078125,69.36889818300001,False
10,1,0110111001,1,0.001953125,69.36889818300001,False
10,1,1001000011,3,0.005859375,69.10130464400001,False
10,1,1110101011,2,0.00390625,69.08319182800001,False
10,1,0101100010,3,0.005859375,68.949114503,False
10,1,1010011101,1,0.001953125,68.949114503,False
10,1,0100011111,3,0.005859375,68.794912209,False
10,1,1011100000,3,0.005859375,68.794912209,False
10,1,1110111100,1,0.001953125,68.62669931,False
10,1,0010111100,2,0.00390625,68.42175806,False
10,1,1101000011,2,0.00390625,68.42175806,False
10,1,0001100010,2,0.00390625,68.26956791900001,False
10,1,0011100101,1,0.001953125,68.05271333600001,False
10,1,1010111100,2,0.00390625,67.947152726,False
10,1,0101000011,1,0.001953125,67.947152726,False
10,1,0101010000,2,0.00390625,67.79559274200001,False
10,1,1010111001,2,0.00390625,67.67955918700001,False
10,1,0101000110,1,0.001953125,67.67955918700001,False
10,1,0000011011,4,0.0078125,67.507313123,False
10,1,1111100100,2,0.00390625,67.507313123,False
10,1,1110001110,1,0.001953125,67.47317754900001,False
10,1,0001110001,1,0.001953125,67.47317754900001,False
10,1,0111100101,2,0.00390625,67.373166752,False
10,1,1000011010,1,0.001953125,67.373166752,False
10,1,0110111000,2,0.00390625,67.134158974,False
10,1,1001000111,1,0.001953125,67.134158974,False
10,1,0001010000,1,0.001953125,67.116046158,False
10,1,1110111001,1,0.001953125,67.000012603,False
10,1,1100101000,1,0.001953125,66.899191575,False
10,1,0100011011,2,0.00390625,66.82776653900001,False
10,1,1011100001,3,0.005859375,66.560173,False
10,1,0100011110,1,0.001953125,66.560173,False
10,1,1010001011,1,0.001953125,66.526037426,False
10,1,0010111000,2,0.00390625,66.45461239000001,False
10,1,0000111111,5,0.009765625,66.23775780700001,False
10,1,1111000000,3,0.005859375,66.23775780700001,False
10,1,1000101000,1,0.001953125,66.21964499100001,False
10,1,0000011110,1,0.001953125,65.880626416,False
10,1,0001110100,1,0.001953125,65.84649084200001,False
10,1,0101000010,3,0.005859375,65.712413517,False
10,1,1010111101,1,0.001953125,65.712413517,False
10,1,0100111111,3,0.005859375,65.558211223,False
10,1,1011000000,1,0.001953125,65.558211223,False
10,1,1000011110,2,0.00390625,65.406021082,False
10,1,0111100001,2,0.00390625,65.406021082,False
10,1,0111100100,1,0.001953125,65.138427543,False
10,1,0001000010,1,0.001953125,65.03286693300001,False
10,1,1110111101,1,0.001953125,65.03286693300001,False
10,1,0011010011,1,0.001953125,64.93204590500001,False
10,1,1011100101,1,0.001953125,64.59302733,False
10,1,0101110000,1,0.001953125,64.55889175600001,False
10,1,0000111011,2,0.00390625,64.270612137,False
10,1,1111000100,1,0.001953125,64.270612137,False
10,1,0111000101,1,0.001953125,64.136465766,False
10,1,0111010110,1,0.001953125,63.984905782000006,False
10,1,1000101001,1,0.001953125,63.984905782000006,False
10,1,0000011010,2,0.00390625,63.913480746000005,False
10,1,1111100101,1,0.001953125,63.913480746000005,False
10,1,0001110000,2,0.00390625,63.879345172,False
10,1,1100001000,1,0.001953125,63.662490589,False
10,1,0100111011,2,0.00390625,63.59106555300001,False
10,1,1011000100,1,0.001953125,63.59106555300001,False
10,1,1011000001,2,0.00390625,63.323472014000004,False
10,1,0011010110,1,0.001953125,63.305359198000005,False
10,1,0111100000,1,0.001953125,63.171281873000005,False
10,1,1100111110,2,0.00390625,62.84886668,False
10,1,0011000001,1,0.001953125,62.84886668,False
10,1,1111000001,1,0.001953125,62.64392543,False
10,1,0111000001,1,0.001953125,62.169320096,False
10,1,1111010000,3,0.005859375,62.007789561,False
10,1,1100001100,1,0.001953125,61.69534491900001,False
10,1,0100111010,1,0.001953125,61.356326344,False
10,1,0011000100,1,0.001953125,61.222179973,False
10,1,1000001100,1,0.001953125,61.015798335,False
10,1,1111100010,2,0.00390625,60.85426780000001,False
10,1,0000011101,2,0.00390625,60.85426780000001,False
10,1,0000111010,3,0.005859375,60.67677976,False
10,1,1011100010,1,0.001953125,60.174721216,False
10,1,1000111111,1,0.001953125,59.934580887,False
10,1,0100101011,1,0.001953125,59.361097307,False
10,1,0000011001,2,0.00390625,58.88712213,False
10,1,1111100110,1,0.001953125,58.88712213,False
10,1,1000011000,2,0.00390625,58.752975759,False
10,1,0111100111,1,0.001953125,58.752975759,False
10,1,1011100110,1,0.001953125,58.20757554600001,False
10,1,0011110010,2,0.00390625,58.101512542,False
10,1,0100001111,1,0.001953125,58.091541991,False
10,1,0100011100,2,0.00390625,57.939982007000005,False
10,1,0000111101,2,0.00390625,57.61756681400001,False
10,1,1100011100,1,0.001953125,57.465376673,False
10,1,0000011100,2,0.00390625,57.260435423000004,False
10,1,1011000010,2,0.00390625,56.93802023,False
10,1,0100111101,1,0.001953125,56.93802023,False
10,1,1111110100,1,0.001953125,56.803942905,False
10,1,0111100011,1,0.001953125,56.785830089,False
10,1,0111100110,3,0.005859375,56.518236550000005,False
10,1,1000011001,1,0.001953125,56.518236550000005,False
10,1,1100111000,1,0.001953125,56.19582135700001,False
10,1,1011110100,1,0.001953125,56.124396321,False
10,1,0100011000,1,0.001953125,55.972836337000004,False
10,1,1011110001,1,0.001953125,55.856802782,False
10,1,1111000110,1,0.001953125,55.650421144,False
10,1,1111110001,2,0.00390625,55.177256198,False
10,1,0010011111,2,0.00390625,55.07643517000001,False
10,1,1011000011,2,0.00390625,54.703281021,False
10,1,0100111100,1,0.001953125,54.703281021,False
10,1,1000011101,1,0.001953125,54.551090880000004,False
10,1,0110011111,1,0.001953125,54.396888586,False
10,1,1001100000,1,0.001953125,54.396888586,False
10,1,0011011101,1,0.001953125,54.04079355300001,False
10,1,0100001010,1,0.001953125,53.889657112,False
10,1,1110011010,1,0.001953125,53.65468971300001,False
10,1,0111000011,1,0.001953125,53.549129103,False
10,1,0110101100,1,0.001953125,53.315671138000006,False
10,1,1111110101,1,0.001953125,53.210110528,False
10,1,0010011011,1,0.001953125,53.1092895,False
10,1,0010001101,1,0.001953125,52.993255945,False
10,1,1010011010,1,0.001953125,52.975143129,False
10,1,1011000111,2,0.00390625,52.736135351,False
10,1,0100111000,1,0.001953125,52.736135351,False
10,1,1101010011,1,0.001953125,52.636124554000006,False
10,1,0110011110,2,0.00390625,52.162149377000006,False
10,1,1111000111,2,0.00390625,52.056588767,False
10,1,0010011110,1,0.001953125,51.482602793000005,False
10,1,0110111111,2,0.00390625,51.1601876,False
10,1,1101110110,1,0.001953125,51.026110275,False
10,1,0101100100,1,0.001953125,50.740403920000006,False
10,1,1100111101,1,0.001953125,50.63484331,False
10,1,1110011011,1,0.001953125,50.060857336000005,False
10,1,0110111110,1,0.001953125,48.925448391,False
10,1,1001000001,1,0.001953125,48.925448391,False
10,1,1001110111,1,0.001953125,48.111824482,False
10,1,0111111100,1,0.001953125,47.889806774,False
10,1,0101000100,1,0.001953125,47.503702934,False
10,1,0011111100,1,0.001953125,47.21026019,False
10,1,1001010100,1,0.001953125,44.963073684,False
10,1,0010101110,1,0.001953125,44.015933561000004,False
10,1,0110010101,1,0.001953125,41.53849056400001,False
10,1,1001110001,1,0.001953125,41.458779159,False
10,1,1101101110,1,0.001953125,40.250891478,False
10,1,0110010100,1,0.001953125,39.303751355,False
10,1,1110010100,1,0.001953125,38.829146021,False
10,1,1010010001,1,0.001953125,37.882005898,False
10,1,0110010000,1,0.001953125,37.336605685,False
10,1,1001101111,1,0.001953125,37.336605685,False
10,1,0010110001,1,0.001953125,37.014190492000004,False
10,1,1101001011,1,0.001953125,35.387503785,False
10,1,0101001110,1,0.001953125,34.645304912,False
10,1,1101001111,1,0.001953125,33.420358115,False
10,1,0100110111,1,0.001953125,32.523956948000006,False
10,1,0001001010,1,0.001953125,31.998612658,False
10,1,1100010011,1,0.001953125,31.424626684,False
10,1,1011001100,1,0.001953125,30.556811278,False
10,1,0100100011,1,0.001953125,26.326843032,False
10,1,0000000011,1,0.001953125,23.769688629999997,False
10,1,1001011111,1,0.001953125,18.314271193,False
10,1,1001111100,1,0.001953125,8.692118423,False
10,1,0010000010,1,0.001953125,5.77783263,False
10,2,0011010101,6,0.01171875,87.07504782800002,True
10,2,1100101010,6,0.01171875,87.07504782800002,True
10,2,0111010101,10,0.01953125,86.39550124400002,False
10,2,1000101010,7,0.013671875,86.39550124400002,False
10,2,0011010001,7,0.013671875,85.10790215800002,False
10,2,1100101110,4,0.0078125,85.10790215800002,False
10,2,0111010001,7,0.013671875,84.42835557400001,False
10,2,1000101110,6,0.01171875,84.42835557400001,False
10,2,0111010100,5,0.009765625,84.16076203500002,False
10,2,1000101011,1,0.001953125,84.16076203500002,False
10,2,1100001010,6,0.01171875,83.83834684200002,False
10,2,0011110101,2,0.00390625,83.83834684200002,False
10,2,0011010100,8,0.015625,83.48121545100001,False
10,2,1100101011,3,0.005859375,83.48121545100001,False
10,2,1000001010,6,0.01171875,83.15880025800001,False
10,2,0111110101,4,0.0078125,83.15880025800001,False
10,2,1000101111,6,0.01171875,82.19361636500001,False
10,2,0111010000,5,0.009765625,82.19361636500001,False
10,2,1100001110,3,0.005859375,81.87120117200001,False
10,2,0011110001,2,0.00390625,81.87120117200001,False
10,2,1100101111,5,0.009765625,81.514069781,False
10,2,0011010000,2,0.00390625,81.514069781,False
10,2,0001010111,4,0.0078125,81.29721519800002,False
10,2,1110101000,1,0.001953125,81.29721519800002,False
10,2,0111110001,8,0.015625,81.191654588,False
10,2,1000001110,4,0.0078125,81.191654588,False
10,2,1000001011,6,0.01171875,80.92406104900002,False
10,2,0111110100,4,0.0078125,80.92406104900002,False
10,2,1010101000,4,0.0078125,80.61766861400001,False
10,2,0101010111,3,0.005859375,80.61766861400001,False
10,2,0011110100,4,0.0078125,80.24451446500001,False
10,2,1100001011,4,0.0078125,80.24451446500001,False
10,2,0001010011,4,0.0078125,79.33006952800001,False
10,2,1110101100,3,0.005859375,79.33006952800001,False
10,2,0111110000,5,0.009765625,78.95691537900001,False
10,2,1000001111,1,0.001953125,78.95691537900001,False
10,2,0101010011,1,0.001953125,78.650522944,False
10,2,1010101100,1,0.001953125,78.650522944,False
10,2,1010101001,7,0.013671875,78.38292940500001,False
10,2,0101010110,5,0.009765625,78.38292940500001,False
10,2,1100001111,5,0.009765625,78.277368795,False
10,2,0011110000,3,0.005859375,78.277368795,False
10,2,0001110111,6,0.01171875,78.06051421200002,False
10,2,1110001000,5,0.009765625,78.06051421200002,False
10,2,0001010110,2,0.00390625,77.703382821,False
10,2,1110101001,1,0.001953125,77.703382821,False
10,2,1010001000,6,0.01171875,77.38096762800001,False
10,2,0101110111,2,0.00390625,77.38096762800001,False
10,2,0101010010,2,0.00390625,76.415783735,False
10,2,1010101101,2,0.00390625,76.415783735,False
10,2,1110001100,3,0.005859375,76.09336854200001,False
10,2,0001110011,3,0.005859375,76.09336854200001,False
10,2,0001010010,3,0.005859375,75.736237151,False
10,2,1110101101,1,0.001953125,75.736237151,False
10,2,1010001100,3,0.005859375,75.413821958,False
10,2,0101110011,2,0.00390625,75.413821958,False
10,2,1101100010,9,0.017578125,75.25229142300002,False
10,2,0010011101,2,0.00390625,75.25229142300002,False
10,2,1010001001,3,0.005859375,75.14622841900001,False
10,2,0101110110,1,0.001953125,75.14622841900001,False
10,2,0110011101,5,0.009765625,74.57274483900001,False
10,2,1001100010,3,0.005859375,74.57274483900001,False
10,2,0001110110,3,0.005859375,74.466681835,False
10,2,1110001001,1,0.001953125,74.466681835,False
10,2,1110011000,5,0.009765625,73.83054596600002,False
10,2,0001100111,2,0.00390625,73.83054596600002,False
10,2,0010011001,3,0.005859375,73.28514575300001,False
10,2,1101100110,3,0.005859375,73.28514575300001,False
10,2,1010001101,3,0.005859375,73.179082749,False
10,2,0101110010,1,0.001953125,73.179082749,False
10,2,0101100111,5,0.009765625,73.15099938200001,False
10,2,1010011000,1,0.001953125,73.15099938200001,False
10,2,1110101010,3,0.005859375,72.67702420500001,False
10,2,0001010101,1,0.001953125,72.67702420500001,False
10,2,1001100110,4,0.0078125,72.60559916900002,False
10,2,0110011001,3,0.005859375,72.60559916900002,False
10,2,1001100011,5,0.009765625,72.33800563000001,False
10,2,0110011100,4,0.0078125,72.33800563000001,False
10,2,1101000010,3,0.005859375,72.01559043700001,False
10,2,1110011100,1,0.001953125,71.86340029600001,False
10,2,0010011100,3,0.005859375,71.658459046,False
10,2,0110111101,4,0.0078125,71.336043853,False
10,2,1001000010,1,0.001953125,71.336043853,False
10,2,0101100011,3,0.005859375,71.183853712,False
10,2,0101100110,6,0.01171875,70.91626017300001,False
10,2,1010011001,2,0.00390625,70.91626017300001,False
10,2,0001010001,2,0.00390625,70.70987853500002,False
10,2,1110101110,1,0.001953125,70.70987853500002,False
10,2,0001000111,1,0.001953125,70.59384498000001,False
10,2,1110111000,1,0.001953125,70.59384498000001,False
10,2,1001100111,2,0.00390625,70.37085996,False
10,2,1110011001,3,0.005859375,70.236713589,False
10,2,0001100110,2,0.00390625,70.236713589,False
10,2,0010111001,3,0.005859375,70.048444767,False
10,2,1101000110,3,0.005859375,70.048444767,False
10,2,0101000111,1,0.001953125,69.914298396,False
10,2,1010111000,1,0.001953125,69.914298396,False
10,2,1010101011,3,0.005859375,69.762738412,False
10,2,1101100111,3,0.005859375,69.69131337600001,False
10,2,1111100000,3,0.005859375,69.47445879300001,False
10,2,0000011111,1,0.001953125,69.47445879300001,False
10,2,0001110101,2,0.00390625,69.440323219,False
10,2,1110001010,1,0.001953125,69.440323219,False
10,2,1001000110,1,0.001953125,69.36889818300001,False
10,2,0110111100,2,0.00390625,69.10130464400001,False
10,2,1001000011,1,0.001953125,69.10130464400001,False
10,2,1110101011,2,0.00390625,69.08319182800001,False
10,2,0101100010,4,0.0078125,68.949114503,False
10,2,1010011101,1,0.001953125,68.949114503,False
10,2,0100011111,5,0.009765625,68.794912209,False
10,2,1011100000,4,0.0078125,68.794912209,False
10,2,1110111100,1,0.001953125,68.62669931,False
10,2,0001000011,1,0.001953125,68.62669931,False
10,2,1101000011,3,0.005859375,68.42175806,False
10,2,0010111100,1,0.001953125,68.42175806,False
10,2,0001100010,3,0.005859375,68.26956791900001,False
