n,p,bitstring,frecuencia,probabilidad,costo,es_optimo
10,2,0011100101,1,0.001953125,68.05271333600001,False
10,2,1010111100,3,0.005859375,67.947152726,False
10,2,0101000011,1,0.001953125,67.947152726,False
10,2,0101010000,1,0.001953125,67.79559274200001,False
10,2,1010111001,3,0.005859375,67.67955918700001,False
10,2,0101000110,1,0.001953125,67.67955918700001,False
10,2,0000011011,5,0.009765625,67.507313123,False
10,2,1111100100,2,0.00390625,67.507313123,False
10,2,0001110001,1,0.001953125,67.47317754900001,False
10,2,0111100101,2,0.00390625,67.373166752,False
10,2,1000011010,1,0.001953125,67.373166752,False
10,2,1001000111,2,0.00390625,67.134158974,False
10,2,0110111000,2,0.00390625,67.134158974,False
10,2,0001010000,1,0.001953125,67.116046158,False
10,2,1110111001,2,0.00390625,67.000012603,False
10,2,1100101000,2,0.00390625,66.899191575,False
10,2,0100011011,2,0.00390625,66.82776653900001,False
10,2,1011100100,1,0.001953125,66.82776653900001,False
10,2,1011100001,2,0.00390625,66.560173,False
10,2,0010111000,2,0.00390625,66.45461239000001,False
10,2,0000111111,4,0.0078125,66.23775780700001,False
10,2,1111000000,1,0.001953125,66.23775780700001,False
10,2,1100011110,1,0.001953125,66.085567666,False
10,2,1111100001,1,0.001953125,65.880626416,False
10,2,0101000010,3,0.005859375,65.712413517,False
10,2,1010111101,1,0.001953125,65.712413517,False
10,2,1011000000,2,0.00390625,65.558211223,False
10,2,0100111111,2,0.00390625,65.558211223,False
10,2,1000011110,2,0.00390625,65.406021082,False
10,2,0111100001,1,0.001953125,65.406021082,False
10,2,0111100100,1,0.001953125,65.138427543,False
10,2,0001000010,1,0.001953125,65.03286693300001,False
10,2,1110111101,1,0.001953125,65.03286693300001,False
10,2,0011010011,2,0.00390625,64.93204590500001,False
10,2,1011100101,1,0.001953125,64.59302733,False
10,2,0100011010,1,0.001953125,64.59302733,False
10,2,1010001111,1,0.001953125,64.55889175600001,False
10,2,1111000100,2,0.00390625,64.270612137,False
10,2,0111000101,1,0.001953125,64.136465766,False
10,2,0111010110,2,0.00390625,63.984905782000006,False
10,2,1000101001,1,0.001953125,63.984905782000006,False
10,2,1111100101,1,0.001953125,63.913480746000005,False
10,2,1110001111,1,0.001953125,63.879345172,False
10,2,0001110000,1,0.001953125,63.879345172,False
10,2,1011000100,1,0.001953125,63.59106555300001,False
10,2,1011000001,1,0.001953125,63.323472014000004,False
10,2,0011010110,2,0.00390625,63.305359198000005,False
10,2,1100111110,1,0.001953125,62.84886668,False
10,2,1111000001,1,0.001953125,62.64392543,False
10,2,0111000001,1,0.001953125,62.169320096,False
10,2,1111010000,2,0.00390625,62.007789561,False
10,2,1100001100,1,0.001953125,61.69534491900001,False
10,2,0100111010,1,0.001953125,61.356326344,False
10,2,0011000100,1,0.001953125,61.222179973,False
10,2,0000011101,2,0.00390625,60.85426780000001,False
10,2,0111110110,1,0.001953125,60.748204796,False
10,2,0000111010,2,0.00390625,60.67677976,False
10,2,1011100010,1,0.001953125,60.174721216,False
10,2,0011110110,1,0.001953125,60.068658212,False
10,2,1000111111,3,0.005859375,59.934580887,False
10,2,0100101011,1,0.001953125,59.361097307,False
10,2,0011000000,1,0.001953125,59.255034303,False
10,2,1111100110,1,0.001953125,58.88712213,False
10,2,0000011001,1,0.001953125,58.88712213,False
10,2,0111100111,1,0.001953125,58.752975759,False
10,2,0100011100,1,0.001953125,57.939982007000005,False
10,2,0000011100,1,0.001953125,57.260435423000004,False
10,2,1011000010,1,0.001953125,56.93802023,False
10,2,0111100011,1,0.001953125,56.785830089,False
10,2,0111100110,2,0.00390625,56.518236550000005,False
10,2,1100111000,1,0.001953125,56.19582135700001,False
10,2,0100011000,1,0.001953125,55.972836337000004,False
10,2,0010011111,1,0.001953125,55.07643517000001,False
10,2,1011000011,2,0.00390625,54.703281021,False
10,2,0111100010,1,0.001953125,54.551090880000004,False
10,2,1000011101,1,0.001953125,54.551090880000004,False
10,2,0110011111,1,0.001953125,54.396888586,False
10,2,0011011101,1,0.001953125,54.04079355300001,False
10,2,1010011010,1,0.001953125,52.975143129,False
10,2,1011000111,1,0.001953125,52.736135351,False
10,2,0010101100,1,0.001953125,52.636124554000006,False
10,2,1101010011,1,0.001953125,52.636124554000006,False
10,2,0110011110,1,0.001953125,52.162149377000006,False
10,2,0110111111,1,0.001953125,51.1601876,False
10,2,1100111101,1,0.001953125,50.63484331,False
10,2,1110011011,1,0.001953125,50.060857336000005,False
10,2,1001000100,1,0.001953125,49.19304193000001,False
10,2,0101000100,1,0.001953125,47.503702934,False
10,2,1010010001,1,0.001953125,37.882005898,False
10,2,1001101111,1,0.001953125,37.336605685,False
10,2,0101001110,1,0.001953125,34.645304912,False
10,2,0001001010,1,0.001953125,31.998612658,False
10,3,1100101010,12,0.0234375,87.07504782800002,True
10,3,0011010101,7,0.013671875,87.07504782800002,True
10,3,0111010101,18,0.03515625,86.39550124400002,False
10,3,1000101010,9,0.017578125,86.39550124400002,False
10,3,0011010001,13,0.025390625,85.10790215800002,False
10,3,1100101110,6,0.01171875,85.10790215800002,False
10,3,0111010001,9,0.017578125,84.42835557400001,False
10,3,1000101110,6,0.01171875,84.42835557400001,False
10,3,0111010100,7,0.013671875,84.16076203500002,False
10,3,1000101011,3,0.005859375,84.16076203500002,False
10,3,1100001010,7,0.013671875,83.83834684200002,False
10,3,0011110101,2,0.00390625,83.83834684200002,False
10,3,0011010100,9,0.017578125,83.48121545100001,False
10,3,1100101011,3,0.005859375,83.48121545100001,False
10,3,1000001010,8,0.015625,83.15880025800001,False
10,3,0111110101,7,0.013671875,83.15880025800001,False
10,3,1000101111,8,0.015625,82.19361636500001,False
10,3,0111010000,7,0.013671875,82.19361636500001,False
10,3,0011110001,4,0.0078125,81.87120117200001,False
10,3,1100001110,2,0.00390625,81.87120117200001,False
10,3,1100101111,6,0.01171875,81.514069781,False
10,3,0011010000,1,0.001953125,81.514069781,False
10,3,0001010111,5,0.009765625,81.29721519800002,False
10,3,1110101000,2,0.00390625,81.29721519800002,False
10,3,0111110001,10,0.01953125,81.191654588,False
10,3,1000001110,6,0.01171875,81.191654588,False
10,3,1000001011,8,0.015625,80.92406104900002,False
10,3,0111110100,3,0.005859375,80.92406104900002,False
10,3,1010101000,8,0.015625,80.61766861400001,False
10,3,0101010111,4,0.0078125,80.61766861400001,False
10,3,0011110100,5,0.009765625,80.24451446500001,False
10,3,1100001011,4,0.0078125,80.24451446500001,False
10,3,1110101100,4,0.0078125,79.33006952800001,False
10,3,0001010011,3,0.005859375,79.33006952800001,False
10,3,0111110000,4,0.0078125,78.95691537900001,False
10,3,0101010011,3,0.005859375,78.650522944,False
10,3,1010101100,1,0.001953125,78.650522944,False
10,3,1010101001,5,0.009765625,78.38292940500001,False
10,3,0101010110,5,0.009765625,78.38292940500001,False
10,3,1100001111,5,0.009765625,78.277368795,False
10,3,0011110000,4,0.0078125,78.277368795,False
10,3,0001110111,7,0.013671875,78.06051421200002,False
10,3,1110001000,5,0.009765625,78.06051421200002,False
10,3,0001010110,2,0.00390625,77.703382821,False
10,3,1110101001,1,0.001953125,77.703382821,False
10,3,1010001000,7,0.013671875,77.38096762800001,False
10,3,0101110111,3,0.005859375,77.38096762800001,False
10,3,0101010010,2,0.00390625,76.415783735,False
10,3,1010101101,2,0.00390625,76.415783735,False
10,3,0001110011,4,0.0078125,76.09336854200001,False
10,3,1110001100,3,0.005859375,76.09336854200001,False
10,3,0001010010,3,0.005859375,75.736237151,False
10,3,1110101101,1,0.001953125,75.736237151,False
10,3,1010001100,4,0.0078125,75.413821958,False
10,3,0101110011,2,0.00390625,75.413821958,False
10,3,1101100010,6,0.01171875,75.25229142300002,False
10,3,0010011101,3,0.005859375,75.25229142300002,False
10,3,1010001001,3,0.005859375,75.14622841900001,False
10,3,0101110110,1,0.001953125,75.14622841900001,False
10,3,0110011101,7,0.013671875,74.57274483900001,False
10,3,1001100010,2,0.00390625,74.57274483900001,False
10,3,0001110110,3,0.005859375,74.466681835,False
10,3,1110001001,1,0.001953125,74.466681835,False
10,3,1110011000,5,0.009765625,73.83054596600002,False
10,3,0001100111,2,0.00390625,73.83054596600002,False
10,3,1101100110,5,0.009765625,73.28514575300001,False
10,3,0010011001,3,0.005859375,73.28514575300001,False
10,3,1010001101,4,0.0078125,73.179082749,False
10,3,0101110010,1,0.001953125,73.179082749,False
10,3,0101100111,5,0.009765625,73.15099938200001,False
10,3,1010011000,1,0.001953125,73.15099938200001,False
10,3,1110101010,3,0.005859375,72.67702420500001,False
10,3,0001010101,2,0.00390625,72.67702420500001,False
10,3,1001100110,4,0.0078125,72.60559916900002,False
10,3,0110011001,1,0.001953125,72.60559916900002,False
10,3,0001110010,1,0.001953125,72.499536165,False
10,3,1001100011,4,0.0078125,72.33800563000001,False
10,3,0110011100,4,0.0078125,72.33800563000001,False
10,3,1101000010,3,0.005859375,72.01559043700001,False
10,3,1010101010,1,0.001953125,71.99747762100002,False
10,3,1110011100,1,0.001953125,71.86340029600001,False
10,3,0010011100,3,0.005859375,71.658459046,False
10,3,1101100011,1,0.001953125,71.658459046,False
10,3,0101100011,3,0.005859375,71.183853712,False
10,3,0101100110,6,0.01171875,70.91626017300001,False
10,3,1010011001,2,0.00390625,70.91626017300001,False
10,3,0001010001,1,0.001953125,70.70987853500002,False
10,3,1110101110,1,0.001953125,70.70987853500002,False
10,3,0001000111,1,0.001953125,70.59384498000001,False
10,3,1110111000,1,0.001953125,70.59384498000001,False
10,3,1001100111,2,0.00390625,70.37085996,False
10,3,1110011001,4,0.0078125,70.236713589,False
10,3,0001100110,2,0.00390625,70.236713589,False
10,3,1101000110,2,0.00390625,70.048444767,False
10,3,1010111000,1,0.001953125,69.914298396,False
10,3,1010101011,2,0.00390625,69.762738412,False
10,3,1111100000,2,0.00390625,69.47445879300001,False
10,3,0000011111,2,0.00390625,69.47445879300001,False
10,3,0001110101,2,0.00390625,69.440323219,False
10,3,1110001010,1,0.001953125,69.440323219,False
10,3,1001000110,1,0.001953125,69.36889818300001,False
10,3,0110111100,1,0.001953125,69.10130464400001,False
10,3,1110101011,2,0.00390625,69.08319182800001,False
10,3,0101100010,2,0.00390625,68.949114503,False
10,3,1010011101,1,0.001953125,68.949114503,False
10,3,0100011111,4,0.0078125,68.794912209,False
10,3,1011100000,1,0.001953125,68.794912209,False
10,3,0001000011,1,0.001953125,68.62669931,False
10,3,1101000011,1,0.001953125,68.42175806,False
10,3,0010111100,1,0.001953125,68.42175806,False
10,3,0001100010,4,0.0078125,68.26956791900001,False
10,3,0011100101,1,0.001953125,68.05271333600001,False
10,3,1010111100,3,0.005859375,67.947152726,False
10,3,0101000011,1,0.001953125,67.947152726,False
10,3,0101010000,1,0.001953125,67.79559274200001,False
10,3,1010111001,3,0.005859375,67.67955918700001,False
10,3,0101000110,2,0.00390625,67.67955918700001,False
10,3,0000011011,4,0.0078125,67.507313123,False
10,3,1111100100,2,0.00390625,67.507313123,False
10,3,0001110001,1,0.001953125,67.47317754900001,False
10,3,1000011010,1,0.001953125,67.373166752,False
10,3,0110111000,2,0.00390625,67.134158974,False
10,3,1001000111,1,0.001953125,67.134158974,False
10,3,0001010000,1,0.001953125,67.116046158,False
10,3,1110111001,3,0.005859375,67.000012603,False
10,3,1100101000,1,0.001953125,66.899191575,False
10,3,1011100100,1,0.001953125,66.82776653900001,False
10,3,1011100001,1,0.001953125,66.560173,False
10,3,1010001011,1,0.001953125,66.526037426,False
10,3,0010111000,2,0.00390625,66.45461239000001,False
10,3,1111000000,4,0.0078125,66.23775780700001,False
10,3,0000111111,3,0.005859375,66.23775780700001,False
10,3,1111100001,1,0.001953125,65.880626416,False
10,3,1010111101,1,0.001953125,65.712413517,False
10,3,0101000010,1,0.001953125,65.712413517,False
10,3,1011000000,1,0.001953125,65.558211223,False
10,3,1000011110,1,0.001953125,65.406021082,False
10,3,0111100100,1,0.001953125,65.138427543,False
10,3,0001000010,1,0.001953125,65.03286693300001,False
10,3,1110111101,1,0.001953125,65.03286693300001,False
10,3,0011010011,1,0.001953125,64.93204590500001,False
10,3,1011100101,1,0.001953125,64.59302733,False
10,3,0100011010,1,0.001953125,64.59302733,False
10,3,1111000100,1,0.001953125,64.270612137,False
10,3,0111000101,1,0.001953125,64.136465766,False
10,3,0111010110,1,0.001953125,63.984905782000006,False
10,3,1000101001,1,0.001953125,63.984905782000006,False
10,3,1111100101,1,0.001953125,63.913480746000005,False
10,3,1110001111,1,0.001953125,63.879345172,False
10,3,0001110000,1,0.001953125,63.879345172,False
10,3,1011000001,1,0.001953125,63.323472014000004,False
10,3,1000011111,1,0.001953125,63.171281873000005,False
10,3,0111110111,1,0.001953125,62.98294400500001,False
10,3,1100001100,1,0.001953125,61.69534491900001,False
10,3,0100111010,1,0.001953125,61.356326344,False
10,3,0011000100,1,0.001953125,61.222179973,False
10,3,1011100010,1,0.001953125,60.174721216,False
10,3,0111100111,1,0.001953125,58.752975759,False
10,3,0100011100,1,0.001953125,57.939982007000005,False
10,3,1100011100,1,0.001953125,57.465376673,False
10,3,0000011100,1,0.001953125,57.260435423000004,False
10,3,1011000010,1,0.001953125,56.93802023,False
10,3,0111100110,1,0.001953125,56.518236550000005,False
10,3,0100011000,1,0.001953125,55.972836337000004,False
10,3,1011000011,1,0.001953125,54.703281021,False
10,3,0111100010,1,0.001953125,54.551090880000004,False
10,3,1000011101,1,0.001953125,54.551090880000004,False
10,3,0011011101,1,0.001953125,54.04079355300001,False
10,3,1100100010,1,0.001953125,54.04079355300001,False
10,3,0111000011,1,0.001953125,53.549129103,False
10,3,1010011010,1,0.001953125,52.975143129,False
10,3,0010101100,1,0.001953125,52.636124554000006,False
10,3,1101010011,1,0.001953125,52.636124554000006,False
10,3,0110011110,1,0.001953125,52.162149377000006,False
10,3,1100111101,1,0.001953125,50.63484331,False
10,3,0111111101,1,0.001953125,50.124545983,False
10,3,1001000100,1,0.001953125,49.19304193000001,False
10,3,0110010100,1,0.001953125,39.303751355,False
10,3,1001101111,1,0.001953125,37.336605685,False
10,3,1101001011,1,0.001953125,35.387503785,False
10,3,0001001010,1,0.001953125,31.998612658,False
10,3,0100100011,1,0.001953125,26.326843032,False
12,1,000110110101,1,0.001953125,93.29962133600002,True
12,1,110001001010,3,0.005859375,92.62007475200001,False
12,1,001110110101,1,0.001953125,92.62007475200001,False
12,1,000110010101,1,0.001953125,91.98218325300002,False
12,1,010110010001,3,0.005859375,91.33247566600001,False
12,1,101001101110,1,0.001953125,91.33247566600001,False
12,1,110001101010,2,0.00390625,91.30263666900002,False
12,1,001110010101,1,0.001953125,91.30263666900002,False
12,1,011110010001,3,0.005859375,90.652929082,False
12,1,000111110101,2,0.00390625,90.06292035000001,False
12,1,101001001110,4,0.0078125,90.01503758300001,False
12,1,010110110001,3,0.005859375,90.01503758300001,False
12,1,000110110100,2,0.00390625,89.705788959,False
12,1,001111110101,1,0.001953125,89.383373766,False
12,1,011110110001,2,0.00390625,89.33549099900002,False
12,1,100001001110,1,0.001953125,89.33549099900002,False
12,1,110001101011,3,0.005859375,89.06789746000001,False
12,1,001110010100,1,0.001953125,89.06789746000001,False
12,1,111000101010,5,0.009765625,88.74548226700001,False
12,1,000111010101,3,0.005859375,88.74548226700001,False
12,1,101001101010,1,0.001953125,88.39248591100001,False
12,1,010110010101,1,0.001953125,88.39248591100001,False
12,1,001111010101,2,0.00390625,88.06593568300002,False
12,1,110000101010,1,0.001953125,88.06593568300002,False
12,1,010110010000,2,0.00390625,87.73864328900001,False
12,1,011110010101,2,0.00390625,87.712939327,False
12,1,001111110100,1,0.001953125,87.14863455700001,False
12,1,110000001011,1,0.001953125,87.14863455700001,False
12,1,100001001111,1,0.001953125,87.10075179000002,False
12,1,010110110101,1,0.001953125,87.07504782800002,False
12,1,101001001010,1,0.001953125,87.07504782800002,False
12,1,010111110001,3,0.005859375,86.778336597,False
12,1,111000001011,1,0.001953125,86.469087973,False
12,1,111001001110,1,0.001953125,86.425340241,False
12,1,000110110001,1,0.001953125,86.425340241,False
12,1,101001001111,2,0.00390625,86.42120520600001,False
12,1,010110110000,1,0.001953125,86.42120520600001,False
12,1,100001001010,1,0.001953125,86.39550124400002,False
12,1,011110110101,1,0.001953125,86.39550124400002,False
12,1,111101101000,3,0.005859375,86.20435062300001,False
12,1,100000001110,2,0.00390625,86.09879001300001,False
12,1,011111110001,1,0.001953125,86.09879001300001,False
12,1,110001001110,1,0.001953125,85.74579365700002,False
12,1,001110110001,1,0.001953125,85.74579365700002,False
12,1,101101101100,1,0.001953125,85.554643036,False
12,1,110101101000,1,0.001953125,85.52480403900002,False
12,1,011110010100,1,0.001953125,85.478200118,False
12,1,100000101111,1,0.001953125,85.181488887,False
12,1,101000101010,1,0.001953125,85.155784925,False
12,1,000111010100,3,0.005859375,85.15164989000002,False
12,1,000110010001,1,0.001953125,85.10790215800002,False
12,1,111001101110,1,0.001953125,85.10790215800002,False
12,1,011010010011,2,0.00390625,84.875096452,False
12,1,100101101100,1,0.001953125,84.875096452,False
12,1,001010110110,1,0.001953125,84.607502913,False
12,1,101000101111,3,0.005859375,84.501942303,False
12,1,010111010000,1,0.001953125,84.501942303,False
12,1,011111010101,2,0.00390625,84.476238341,False
12,1,001110010001,1,0.001953125,84.42835557400001,False
12,1,000011110111,1,0.001953125,84.28508772,False
12,1,111100001000,1,0.001953125,84.28508772,False
12,1,010010110011,2,0.00390625,84.237204953,False
12,1,100001001011,2,0.00390625,84.16076203500002,False
12,1,011110110100,1,0.001953125,84.16076203500002,False
12,1,011111110000,3,0.005859375,83.86405080400002,False
12,1,100000001111,1,0.001953125,83.86405080400002,False
12,1,101000001010,3,0.005859375,83.83834684200002,False
12,1,110100001000,1,0.001953125,83.605541136,False
12,1,100101001100,3,0.005859375,83.55765836900001,False
12,1,110101101001,1,0.001953125,83.29006483,False
12,1,001010010110,1,0.001953125,83.29006483,False
12,1,000111110001,1,0.001953125,83.188639255,False
12,1,111000001110,1,0.001953125,83.188639255,False
12,1,000011010111,1,0.001953125,82.96764963700001,False
12,1,111001001111,1,0.001953125,82.83150786400002,False
12,1,111101101001,2,0.00390625,82.61051824600001,False
12,1,000010010110,1,0.001953125,82.61051824600001,False
12,1,110000001110,1,0.001953125,82.50909267100002,False
12,1,010011010011,1,0.001953125,82.31794205,False
12,1,101100101100,1,0.001953125,82.31794205,False
12,1,110100101000,1,0.001953125,82.28810305300001,False
12,1,011111010100,1,0.001953125,82.241499132,False
12,1,110001101111,1,0.001953125,82.19361636500001,False
12,1,100101101000,2,0.00390625,81.935106697,False
12,1,011011010011,2,0.00390625,81.63839546599999,False
12,1,101000101011,1,0.001953125,81.56195254800001,False
12,1,111011000010,1,0.001953125,81.47686493100001,False
12,1,001011110110,1,0.001953125,81.370801927,False
12,1,110100001001,1,0.001953125,81.370801927,False
12,1,011010110010,2,0.00390625,81.32291916000001,False
12,1,100101001101,1,0.001953125,81.32291916000001,False
12,1,010010110111,1,0.001953125,81.29721519800002,False
12,1,001111010001,1,0.001953125,81.191654588,False
12,1,110000101110,1,0.001953125,81.191654588,False
12,1,101100001100,1,0.001953125,81.000503967,False
12,1,100000001011,1,0.001953125,80.92406104900002,False
12,1,111100001001,2,0.00390625,80.691255343,False
12,1,000011110110,1,0.001953125,80.691255343,False
12,1,111101001100,1,0.001953125,80.647507611,False
12,1,011010110111,2,0.00390625,80.61766861400001,False
12,1,110000001111,1,0.001953125,80.27435346200001,False
12,1,111011100010,1,0.001953125,80.15942684800002,False
12,1,111100011000,1,0.001953125,80.05511947400002,False
12,1,011010010110,1,0.001953125,79.700367488,False
12,1,100101101001,1,0.001953125,79.700367488,False
12,1,101011100110,1,0.001953125,79.509719261,False
12,1,010100011001,1,0.001953125,79.509719261,False
12,1,110011100010,1,0.001953125,79.47988026400002,False
12,1,110100011000,1,0.001953125,79.37557289000002,False
12,1,001011100111,1,0.001953125,79.37557289000002,False
12,1,000011010110,1,0.001953125,79.37381726000001,False
12,1,101101101001,1,0.001953125,79.020820904,False
12,1,100011100110,1,0.001953125,78.83017267700002,False
12,1,000011000111,1,0.001953125,78.73768139100001,False
12,1,100100101000,1,0.001953125,78.69840571099999,False
12,1,011011010111,1,0.001953125,78.69840571099999,False
12,1,001010010011,2,0.00390625,78.650522944,False
12,1,110101101100,1,0.001953125,78.650522944,False
12,1,110011000011,1,0.001953125,78.562579138,False
12,1,001100111100,1,0.001953125,78.562579138,False
12,1,100101001001,1,0.001953125,78.38292940500001,False
12,1,110101001010,1,0.001953125,78.22205112900001,False
12,1,101100111100,2,0.00390625,78.08797380400001,False
12,1,011011110010,1,0.001953125,78.08621817400001,False
12,1,100100001101,1,0.001953125,78.08621817400001,False
12,1,101100001000,2,0.00390625,78.06051421200002,False
12,1,010011110111,1,0.001953125,78.06051421200002,False
12,1,001011000111,2,0.00390625,78.058134807,False
12,1,110100111000,1,0.001953125,78.058134807,False
12,1,001010110010,1,0.001953125,77.733221818,False
12,1,101101001001,1,0.001953125,77.703382821,False
12,1,001101111101,1,0.001953125,77.560617361,False
12,1,110010000010,1,0.001953125,77.560617361,False
12,1,011100111001,1,0.001953125,77.51273459400001,False
12,1,011011000011,2,0.00390625,77.40842722000001,False
12,1,101100001101,1,0.001953125,77.40667159,False
12,1,100100001000,1,0.001953125,77.38096762800001,False
12,1,001100011100,2,0.00390625,77.24514105500002,False
12,1,110011100011,2,0.00390625,77.24514105500002,False
12,1,001011100110,1,0.001953125,77.14083368100002,False
12,1,111101001101,1,0.001953125,77.05367523400001,False
12,1,000101011101,2,0.00390625,76.92272586200002,False
12,1,111010100010,1,0.001953125,76.92272586200002,False
12,1,110101101010,1,0.001953125,76.90461304600002,False
12,1,100011100111,1,0.001953125,76.59543346800001,False
12,1,101011100010,1,0.001953125,76.569729506,False
12,1,111011100011,1,0.001953125,76.56559447100001,False
12,1,100100101001,1,0.001953125,76.463666502,False
12,1,111100011001,1,0.001953125,76.46128709700001,False
12,1,110101101101,2,0.00390625,76.415783735,False
12,1,001010010010,1,0.001953125,76.415783735,False
12,1,110010100010,2,0.00390625,76.24317927800001,False
12,1,100100011100,1,0.001953125,76.09098913700001,False
12,1,101011100111,2,0.00390625,75.91588688400002,False
12,1,010100011000,1,0.001953125,75.91588688400002,False
12,1,100011100010,2,0.00390625,75.89018292200002,False
12,1,011100011101,1,0.001953125,75.89018292200002,False
12,1,110100111001,1,0.001953125,75.823395598,False
12,1,000010010010,1,0.001953125,75.736237151,False
12,1,000000111111,1,0.001953125,75.699032301,False
12,1,000011110101,1,0.001953125,75.66489672700001,False
12,1,101101001110,1,0.001953125,75.61701396000001,False
12,1,100010100110,3,0.005859375,75.59347169100002,False
12,1,011101011001,1,0.001953125,75.59347169100002,False
12,1,000010000111,2,0.00390625,75.500980405,False
12,1,001101111100,2,0.00390625,75.325878152,False
12,1,111101001011,1,0.001953125,75.307765336,False
12,1,100011000111,2,0.00390625,75.27799538500001,False
12,1,100100111101,1,0.001953125,75.17368801100001,False
12,1,101100111000,1,0.001953125,75.14798404900002,False
12,1,011011110110,1,0.001953125,75.14622841900001,False
12,1,111100111001,1,0.001953125,75.14384901400001,False
12,1,001000111111,3,0.005859375,75.019485717,False
12,1,110111000000,3,0.005859375,75.019485717,False
12,1,110100001010,1,0.001953125,74.985350143,False
12,1,101010000110,2,0.00390625,74.95558019200001,False
12,1,010101111001,1,0.001953125,74.95558019200001,False
12,1,100101001110,1,0.001953125,74.93746737600001,False
12,1,111010000011,1,0.001953125,74.64633156800001,False
12,1,000100111001,1,0.001953125,74.60258383600002,False
12,1,010100111000,2,0.00390625,74.598448801,False
12,1,011100111101,1,0.001953125,74.57274483900001,False
12,1,010011000010,1,0.001953125,74.494141427,False
12,1,100100111000,2,0.00390625,74.46843746500001,False
12,1,111111100000,1,0.001953125,74.38159421800002,False
12,1,111100101010,1,0.001953125,74.34745864400001,False
12,1,000011010101,1,0.001953125,74.34745864400001,False
12,1,011010010000,1,0.001953125,74.02016625,False
12,1,101101101010,1,0.001953125,73.99446228800001,False
12,1,010010010101,1,0.001953125,73.99446228800001,False
12,1,111101101011,1,0.001953125,73.99032725300002,False
12,1,000010010100,1,0.001953125,73.99032725300002,False
12,1,010000011011,1,0.001953125,73.731886631,False
12,1,110111100000,1,0.001953125,73.70204763400001,False
12,1,001000011111,1,0.001953125,73.70204763400001,False
12,1,101100101110,1,0.001953125,73.697751057,False
12,1,100011100011,1,0.001953125,73.65544371300001,False
12,1,011101011000,2,0.00390625,73.35873248200001,False
12,1,100010100111,1,0.001953125,73.35873248200001,False
12,1,101010100010,1,0.001953125,73.33302852,False
12,1,111011100110,1,0.001953125,73.28514575300001,False
12,1,111101011001,1,0.001953125,73.22458611100001,False
12,1,011000011011,1,0.001953125,73.05234004700002,False
12,1,100100101110,1,0.001953125,73.018204473,False
12,1,001000111110,1,0.001953125,72.784746508,False
12,1,010101011000,1,0.001953125,72.67918589800001,False
12,1,010010110101,2,0.00390625,72.67702420500001,False
12,1,110011100110,1,0.001953125,72.60559916900002,False
12,1,001010000110,1,0.001953125,72.586694612,False
12,1,000001111111,1,0.001953125,72.462331315,False
12,1,001110110111,1,0.001953125,72.444218499,False
12,1,010000111011,2,0.00390625,72.41444854800001,False
12,1,000010110001,1,0.001953125,72.02731661800001,False
12,1,101101001111,1,0.001953125,72.02318158300001,False
12,1,010010110000,1,0.001953125,72.02318158300001,False
12,1,100101111101,3,0.005859375,71.93698702500001,False
12,1,010010000111,1,0.001953125,71.91128306300001,False
12,1,000011000011,2,0.00390625,71.86340029600001,False
12,1,111100111100,1,0.001953125,71.86340029600001,False
12,1,111001101000,1,0.001953125,71.80632700000001,False
12,1,001001111111,1,0.001953125,71.78278473099999,False
12,1,011000111011,1,0.001953125,71.734901964,False
12,1,100000111110,1,0.001953125,71.63059459,False
12,1,110100101011,1,0.001953125,71.43317285100001,False
12,1,110000011011,1,0.001953125,71.36300105100001,False
12,1,011101111101,2,0.00390625,71.336043853,False
12,1,100010000010,1,0.001953125,71.336043853,False
12,1,010010000010,1,0.001953125,71.257440441,False
12,1,000110100101,1,0.001953125,71.04058585800001,False
12,1,010111100001,1,0.001953125,70.992703091,False
12,1,011011100110,1,0.001953125,70.91626017300001,False
12,1,011000011010,2,0.00390625,70.817600838,False
12,1,100111100101,1,0.001953125,70.817600838,False
12,1,010000011111,2,0.00390625,70.791896876,False
12,1,101111100000,1,0.001953125,70.791896876,False
12,1,111111100001,1,0.001953125,70.787761841,False
12,1,000000011110,1,0.001953125,70.787761841,False
12,1,010011010101,1,0.001953125,70.757761302,False
12,1,111101101110,1,0.001953125,70.70987853500002,False
12,1,001101111001,1,0.001953125,70.68633626600001,False
12,1,111000011011,1,0.001953125,70.683454467,False
12,1,011010100010,1,0.001953125,70.61954894200001,False
12,1,101110100100,1,0.001953125,70.49518564499999,False
12,1,010001011011,1,0.001953125,70.49518564499999,False
12,1,011110010011,1,0.001953125,70.477072829,False
12,1,001001011111,1,0.001953125,70.46534664800001,False
12,1,110110100000,1,0.001953125,70.46534664800001,False
12,1,100010100011,1,0.001953125,70.41874272700001,False
12,1,011111100001,1,0.001953125,70.313156507,False
12,1,110100011101,1,0.001953125,70.266552586,False
12,1,101100011001,1,0.001953125,70.236713589,False
12,1,101111100101,2,0.00390625,70.13805425400001,False
12,1,100111100000,1,0.001953125,70.11235029200002,False
12,1,010011010000,1,0.001953125,70.10391868,False
12,1,011011010101,1,0.001953125,70.07821471800001,False
12,1,000010100011,1,0.001953125,69.944137393,False
12,1,010110110011,1,0.001953125,69.83918133,False
12,1,101010100011,1,0.001953125,69.739196143,False
12,1,010101011100,1,0.001953125,69.739196143,False
12,1,000110000101,1,0.001953125,69.723147775,False
12,1,111001111010,1,0.001953125,69.723147775,False
