n,p,repeticion,seed,esperanza_ideal,razon_ideal,probabilidad_optimo_ideal,shots,esperanza_muestral,razon_muestral,shots_optimos,frecuencia_optimo,encontro_optimo,bitstring_mas_frecuente,costo_bitstring_mas_frecuente,frecuencia_mas_alta,bitstring_mejor_observado,costo_mejor_observado
8,2,11,804037,36.09238531050085,0.8549043903669657,0.07680697959434885,512,36.130257862744415,0.8558014607852515,35,0.068359375,True,01101101,41.538490562265864,0.041015625,00101101,42.218037146668195
8,2,12,804038,36.09238531050085,0.8549043903669657,0.07680697959434885,512,36.0517535542303,0.8539419639015166,37,0.072265625,True,11110000,36.44020451679561,0.04296875,00101101,42.218037146668195
8,2,13,804039,36.09238531050085,0.8549043903669657,0.07680697959434885,512,35.98139849421362,0.8522754946677613,44,0.0859375,True,00101101,42.218037146668195,0.048828125,00101101,42.218037146668195
8,2,14,804040,36.09238531050085,0.8549043903669657,0.07680697959434885,512,36.20456556166505,0.857561554431011,28,0.0546875,True,01101100,39.303751354011645,0.048828125,11010010,42.218037146668195
8,2,15,804041,36.09238531050085,0.8549043903669657,0.07680697959434885,512,35.981105226753364,0.852268548170954,40,0.078125,True,11010110,40.25089147716549,0.041015625,11010010,42.218037146668195
8,2,16,804042,36.09238531050085,0.8549043903669657,0.07680697959434885,512,35.91160715727305,0.8506223780935371,36,0.0703125,True,10010010,41.538490562265864,0.046875,00101101,42.218037146668195
8,2,17,804043,36.09238531050085,0.8549043903669657,0.07680697959434885,512,35.9325326489512,0.8511180309730112,36,0.0703125,True,10010010,41.538490562265864,0.0390625,11010010,42.218037146668195
8,2,18,804044,36.09238531050085,0.8549043903669657,0.07680697959434885,512,36.369666868773606,0.8614722361742142,42,0.08203125,True,11110000,36.44020451679561,0.044921875,11010010,42.218037146668195
8,2,19,804045,36.09238531050085,0.8549043903669657,0.07680697959434885,512,35.999145630625314,0.8526958632497841,39,0.076171875,True,00101101,42.218037146668195,0.048828125,00101101,42.218037146668195
8,2,20,804046,36.09238531050085,0.8549043903669657,0.07680697959434885,512,36.073375550926784,0.854454114587743,37,0.072265625,True,11010010,42.218037146668195,0.041015625,11010010,42.218037146668195
8,2,21,804047,36.09238531050085,0.8549043903669657,0.07680697959434885,512,36.0649477833931,0.8542544897803618,45,0.087890625,True,00101101,42.218037146668195,0.048828125,00101101,42.218037146668195
8,2,22,804048,36.09238531050085,0.8549043903669657,0.07680697959434885,512,36.15551751202533,0.8563997749416478,42,0.08203125,True,00101101,42.218037146668195,0.048828125,00101101,42.218037146668195
8,2,23,804049,36.09238531050085,0.8549043903669657,0.07680697959434885,512,35.76643466899896,0.847183741480348,27,0.052734375,True,10010010,41.538490562265864,0.048828125,11010010,42.218037146668195
8,2,24,804050,36.09238531050085,0.8549043903669657,0.07680697959434885,512,35.984470880651216,0.8523482689283652,26,0.05078125,True,11010011,38.624204769609314,0.037109375,11010010,42.218037146668195
