source_index,target_index,source_id,target_id,source_name,target_name,length_km,voltage_kv,circuits,raw_weight,weight,line_objectids,line_names,max_snap_distance_m,detour_ratio,confidence,validation_status,validation_basis,manual_evidence_files,operational_connectivity_confirmed,source_layer,source_url,weight_definition
0,1,ST_11,ST_44,La Caja,San Miguel,13.244501862,230,1,13.244501862,13.244501862,9,San Miguel-La Caja-Belén,111.891113977,1.081130318,media confianza,VALIDADA,geoespacial,,False,ICE DT_SNIT_v2/FeatureServer/2,https://geoportal.ice.go.cr/serverene/rest/services/Hosted/DT_SNIT_v2/FeatureServer/2,sum(route_length_km * (voltage_kv / 230)); sin normalización
0,2,ST_11,ST_63,La Caja,Escazú,3.278576116,138,1,1.96714567,1.96714567,10,El Este-La Caja,74.586796426,1.004312001,alta confianza,VALIDADA,geoespacial,,False,ICE DT_SNIT_v2/FeatureServer/2,https://geoportal.ice.go.cr/serverene/rest/services/Hosted/DT_SNIT_v2/FeatureServer/2,sum(route_length_km * (voltage_kv / 230)); sin normalización
0,3,ST_11,ST_75,La Caja,Ribera,2.914285793,230,1,2.914285793,2.914285793,9,San Miguel-La Caja-Belén,139.783806904,0.991341084,media confianza,VALIDADA,geoespacial,,False,ICE DT_SNIT_v2/FeatureServer/2,https://geoportal.ice.go.cr/serverene/rest/services/Hosted/DT_SNIT_v2/FeatureServer/2,sum(route_length_km * (voltage_kv / 230)); sin normalización
1,6,ST_44,ST_64,San Miguel,Coronado,5.77783263,230,1,5.77783263,5.77783263,21,Rio Macho-San Miguel,85.059222244,1.274209827,media confianza,VALIDADA,geoespacial,,False,ICE DT_SNIT_v2/FeatureServer/2,https://geoportal.ice.go.cr/serverene/rest/services/Hosted/DT_SNIT_v2/FeatureServer/2,sum(route_length_km * (voltage_kv / 230)); sin normalización
4,3,ST_28,ST_75,Belen,Ribera,0.679546584,230,1,0.679546584,0.679546584,9,San Miguel-La Caja-Belén,50.082320025,0.932735917,alta confianza,VALIDADA,geoespacial,,False,ICE DT_SNIT_v2/FeatureServer/2,https://geoportal.ice.go.cr/serverene/rest/services/Hosted/DT_SNIT_v2/FeatureServer/2,sum(route_length_km * (voltage_kv / 230)); sin normalización
5,6,ST_36,ST_64,El Este,Coronado,14.398023623,230,1,14.398023623,14.398023623,21,Rio Macho-San Miguel,85.059222244,1.534931358,media confianza,VALIDADA,geoespacial,,False,ICE DT_SNIT_v2/FeatureServer/2,https://geoportal.ice.go.cr/serverene/rest/services/Hosted/DT_SNIT_v2/FeatureServer/2,sum(route_length_km * (voltage_kv / 230)); sin normalización
7,1,ST_38,ST_44,Colima,San Miguel,5.394501643,138,1,3.236700986,3.236700986,8,Cachi-Colima,140.568200966,1.090408452,media confianza,VALIDADA,geoespacial,,False,ICE DT_SNIT_v2/FeatureServer/2,https://geoportal.ice.go.cr/serverene/rest/services/Hosted/DT_SNIT_v2/FeatureServer/2,sum(route_length_km * (voltage_kv / 230)); sin normalización
