n,ejecucion,seed,pasos,mejor_valor,mejor_bitstring,valor_final,bitstring_final,movimientos_aceptados,movimientos_peores_aceptados,temperatura_inicial,temperatura_final,runtime_seconds
6,84,6002110,2000,38.301789578,100010,38.301789578,100010,308,153,20.175856253,0.020106256777750006,0.05294084199977078
6,85,6002111,2000,38.301789578,100010,38.301789578,100010,293,144,20.175856253,0.020106256777750006,0.043155330999979924
6,86,6002112,2000,38.301789578,100010,38.301789578,100010,339,171,20.175856253,0.020106256777750006,0.06644820800011075
6,87,6002113,2000,38.301789578,011101,38.301789578,100010,311,152,20.175856253,0.020106256777750006,0.047733683999922505
6,88,6002114,2000,38.301789578,100010,38.301789578,100010,316,156,20.175856253,0.020106256777750006,0.049227238000185025
6,89,6002115,2000,38.301789578,100010,38.301789578,011101,306,155,20.175856253,0.020106256777750006,0.057140332000017224
6,90,6002116,2000,38.301789578,100010,38.301789578,100010,330,161,20.175856253,0.020106256777750006,0.04664281400027903
6,91,6002117,2000,38.301789578,011101,38.301789578,011101,330,164,20.175856253,0.020106256777750006,0.05053250999981174
6,92,6002118,2000,38.301789578,011101,32.523956948000006,100001,312,157,20.175856253,0.020106256777750006,0.05082521299982545
6,93,6002119,2000,38.301789578,011101,38.301789578,011101,331,164,20.175856253,0.020106256777750006,0.05211278500019034
6,94,6002120,2000,38.301789578,100010,32.523956948000006,011110,331,169,20.175856253,0.020106256777750006,0.05269133999991027
6,95,6002121,2000,38.301789578,011101,38.301789578,011101,288,140,20.175856253,0.020106256777750006,0.048187138000230334
6,96,6002122,2000,38.301789578,011101,38.301789578,011101,322,161,20.175856253,0.020106256777750006,0.061770174999765004
6,97,6002123,2000,38.301789578,011101,38.301789578,011101,323,156,20.175856253,0.020106256777750006,0.04468638500020461
6,98,6002124,2000,38.301789578,100010,38.301789578,100010,312,153,20.175856253,0.020106256777750006,0.04266679700003806
6,99,6002125,2000,38.301789578,100010,38.301789578,011101,323,165,20.175856253,0.020106256777750006,0.05038265900020633
8,0,8002026,2000,42.218037148,10001101,42.218037148,01110010,451,220,22.259035477999998,0.02218224978080766,0.06395020499985549
8,1,8002027,2000,42.218037148,01110010,42.218037148,10001101,467,227,22.259035477999998,0.02218224978080766,0.06338120999998864
8,2,8002028,2000,42.218037148,10001101,42.218037148,10001101,476,239,22.259035477999998,0.02218224978080766,0.05609761100004107
8,3,8002029,2000,42.218037148,01110010,42.218037148,10001101,436,216,22.259035477999998,0.02218224978080766,0.052854842000215285
8,4,8002030,2000,42.218037148,01110010,42.218037148,10001101,430,215,22.259035477999998,0.02218224978080766,0.06989591100000325
8,5,8002031,2000,42.218037148,10001101,42.218037148,10001101,406,200,22.259035477999998,0.02218224978080766,0.07557343300004504
8,6,8002032,2000,42.218037148,01110010,36.440204518,10000111,440,213,22.259035477999998,0.02218224978080766,0.047488002000136476
8,7,8002033,2000,42.218037148,10001101,42.218037148,10001101,434,214,22.259035477999998,0.02218224978080766,0.05411328300033347
8,8,8002034,2000,42.218037148,01110010,42.218037148,01110010,442,216,22.259035477999998,0.02218224978080766,0.056323364000036236
8,9,8002035,2000,42.218037148,10001101,42.218037148,01110010,438,220,22.259035477999998,0.02218224978080766,0.05055299000014202
8,10,8002036,2000,42.218037148,01110010,42.218037148,10001101,432,215,22.259035477999998,0.02218224978080766,0.06144853299974784
8,11,8002037,2000,42.218037148,01110010,42.218037148,10001101,450,229,22.259035477999998,0.02218224978080766,0.04431849200000215
8,12,8002038,2000,42.218037148,01110010,42.218037148,10001101,427,216,22.259035477999998,0.02218224978080766,0.04967322199991031
8,13,8002039,2000,42.218037148,10001101,42.218037148,10001101,432,211,22.259035477999998,0.02218224978080766,0.057808357999874715
8,14,8002040,2000,42.218037148,01110010,42.218037148,01110010,455,229,22.259035477999998,0.02218224978080766,0.06491160399991713
8,15,8002041,2000,42.218037148,10001101,36.440204518,10000111,429,216,22.259035477999998,0.02218224978080766,0.052013804000125674
8,16,8002042,2000,42.218037148,01110010,42.218037148,01110010,468,229,22.259035477999998,0.02218224978080766,0.07089967899992189
8,17,8002043,2000,42.218037148,10001101,42.218037148,01110010,447,218,22.259035477999998,0.02218224978080766,0.0682174749999831
8,18,8002044,2000,42.218037148,01110010,42.218037148,01110010,424,210,22.259035477999998,0.02218224978080766,0.057893358999990596
8,19,8002045,2000,42.218037148,10001101,42.218037148,10001101,463,237,22.259035477999998,0.02218224978080766,0.05983926699991571
8,20,8002046,2000,42.218037148,01110010,42.218037148,01110010,407,201,22.259035477999998,0.02218224978080766,0.05608317199994417
8,21,8002047,2000,42.218037148,10001101,42.218037148,01110010,439,222,22.259035477999998,0.02218224978080766,0.05528167399961603
8,22,8002048,2000,42.218037148,10001101,42.218037148,10001101,457,221,22.259035477999998,0.02218224978080766,0.05466920799972286
8,23,8002049,2000,42.218037148,10001101,42.218037148,01110010,430,212,22.259035477999998,0.02218224978080766,0.059691665999707766
8,24,8002050,2000,42.218037148,01110010,42.218037148,10001101,435,209,22.259035477999998,0.02218224978080766,0.04980043400018985
8,25,8002051,2000,42.218037148,01110010,42.218037148,10001101,482,241,22.259035477999998,0.02218224978080766,0.061257529000158684
8,26,8002052,2000,42.218037148,01110010,42.218037148,10001101,441,218,22.259035477999998,0.02218224978080766,0.06052901400016708
8,27,8002053,2000,42.218037148,10001101,42.218037148,10001101,482,235,22.259035477999998,0.02218224978080766,0.07536601200035875
8,28,8002054,2000,42.218037148,01110010,42.218037148,01110010,450,217,22.259035477999998,0.02218224978080766,0.050532230000044365
8,29,8002055,2000,42.218037148,01110010,36.440204518,01111000,484,235,22.259035477999998,0.02218224978080766,0.0613956700003655
8,30,8002056,2000,42.218037148,10001101,42.218037148,01110010,442,222,22.259035477999998,0.02218224978080766,0.049023055999896314
8,31,8002057,2000,42.218037148,10001101,42.218037148,01110010,428,205,22.259035477999998,0.02218224978080766,0.05480811100005667
8,32,8002058,2000,42.218037148,10001101,42.218037148,01110010,420,206,22.259035477999998,0.02218224978080766,0.04980480299991541
8,33,8002059,2000,42.218037148,01110010,42.218037148,01110010,451,215,22.259035477999998,0.02218224978080766,0.04824900899984641
8,34,8002060,2000,42.218037148,01110010,42.218037148,01110010,452,229,22.259035477999998,0.02218224978080766,0.05001479600014136
8,35,8002061,2000,42.218037148,01110010,42.218037148,01110010,470,233,22.259035477999998,0.02218224978080766,0.08006826500013631
8,36,8002062,2000,42.218037148,10001101,42.218037148,01110010,460,223,22.259035477999998,0.02218224978080766,0.05103067400023065
8,37,8002063,2000,42.218037148,10001101,42.218037148,10001101,458,226,22.259035477999998,0.02218224978080766,0.058016479999878356
8,38,8002064,2000,42.218037148,01110010,42.218037148,10001101,455,227,22.259035477999998,0.02218224978080766,0.055782798000109324
8,39,8002065,2000,42.218037148,10001101,36.440204518,10000111,455,228,22.259035477999998,0.02218224978080766,0.0563875759999064
8,40,8002066,2000,42.218037148,10001101,42.218037148,10001101,427,212,22.259035477999998,0.02218224978080766,0.05385567099983746
8,41,8002067,2000,42.218037148,01110010,42.218037148,10001101,449,218,22.259035477999998,0.02218224978080766,0.053319156000270596
8,42,8002068,2000,42.218037148,10001101,42.218037148,01110010,414,194,22.259035477999998,0.02218224978080766,0.06076913499964576
8,43,8002069,2000,42.218037148,10001101,42.218037148,01110010,448,223,22.259035477999998,0.02218224978080766,0.0590353799998411
8,44,8002070,2000,42.218037148,01110010,42.218037148,01110010,424,214,22.259035477999998,0.02218224978080766,0.051451737999741454
8,45,8002071,2000,42.218037148,10001101,42.218037148,01110010,425,209,22.259035477999998,0.02218224978080766,0.05139259800034779
8,46,8002072,2000,42.218037148,10001101,42.218037148,10001101,443,220,22.259035477999998,0.02218224978080766,0.06363040299993372
8,47,8002073,2000,42.218037148,10001101,42.218037148,01110010,447,221,22.259035477999998,0.02218224978080766,0.06735199600007036
8,48,8002074,2000,42.218037148,10001101,42.218037148,10001101,475,239,22.259035477999998,0.02218224978080766,0.05801530000007915
8,49,8002075,2000,42.218037148,01110010,42.218037148,01110010,446,218,22.259035477999998,0.02218224978080766,0.05512877299997854
8,50,8002076,2000,42.218037148,10001101,42.218037148,10001101,443,223,22.259035477999998,0.02218224978080766,0.06479840300016804
8,51,8002077,2000,42.218037148,10001101,42.218037148,10001101,429,220,22.259035477999998,0.02218224978080766,0.05195143299988558
8,52,8002078,2000,42.218037148,10001101,42.218037148,01110010,447,222,22.259035477999998,0.02218224978080766,0.05074221299992132
8,53,8002079,2000,42.218037148,10001101,42.218037148,10001101,426,209,22.259035477999998,0.02218224978080766,0.05356963799977166
8,54,8002080,2000,42.218037148,01110010,42.218037148,10001101,453,231,22.259035477999998,0.02218224978080766,0.05140524800026469
8,55,8002081,2000,42.218037148,10001101,42.218037148,01110010,426,216,22.259035477999998,0.02218224978080766,0.050938224000219634
8,56,8002082,2000,42.218037148,10001101,42.218037148,01110010,436,223,22.259035477999998,0.02218224978080766,0.05928746100016724
8,57,8002083,2000,42.218037148,01110010,36.440204518,10000111,445,229,22.259035477999998,0.02218224978080766,0.06715014600013092
8,58,8002084,2000,42.218037148,10001101,42.218037148,01110010,429,214,22.259035477999998,0.02218224978080766,0.05839692300014576
8,59,8002085,2000,42.218037148,10001101,42.218037148,01110010,439,220,22.259035477999998,0.02218224978080766,0.0648698240001977
8,60,8002086,2000,42.218037148,01110010,42.218037148,10001101,440,219,22.259035477999998,0.02218224978080766,0.06160986299983051
8,61,8002087,2000,42.218037148,10001101,42.218037148,01110010,480,244,22.259035477999998,0.02218224978080766,0.05901391899988084
8,62,8002088,2000,42.218037148,01110010,42.218037148,10001101,439,219,22.259035477999998,0.02218224978080766,0.05257161999998061
