job_id,hugr_id,grafo,n,p,shots_configurados,registro,bitstring,frecuencia,probabilidad,costo
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0011010001,10,0.01953125,21.669026746
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0011010100,10,0.01953125,33.525918725000004
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0111010101,10,0.01953125,75.14622841900001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1000001011,10,0.01953125,80.61766861400001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1100101110,10,0.01953125,21.669026746
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1000101111,9,0.017578125,69.762738412
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1000001110,8,0.015625,68.76077663500001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1000101010,8,0.015625,75.14622841900001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0001010011,7,0.013671875,38.917647515000006
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0011010000,7,0.013671875,24.905727732
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0011110101,7,0.013671875,32.523956948000006
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0111010001,7,0.013671875,66.526037426
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1100001010,7,0.013671875,32.523956948000006
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1110101100,7,0.013671875,38.917647515000006
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0101010011,6,0.01171875,17.706149645
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0101010111,6,0.01171875,37.882005898
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1000101011,6,0.01171875,78.38292940500001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1100101011,6,0.01171875,33.525918725000004
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1100101111,6,0.01171875,24.905727732
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0001010111,5,0.009765625,59.093503768000005
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0011110001,5,0.009765625,23.903765955
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0011110100,5,0.009765625,35.76065793400001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0101110011,5,0.009765625,19.940888854
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0110011001,5,0.009765625,78.956915379
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0111110001,5,0.009765625,68.76077663500001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0111110100,5,0.009765625,80.61766861400001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1000001010,5,0.009765625,77.38096762800001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1010011000,5,0.009765625,40.79629169100001
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1010101000,5,0.009765625,37.882005898
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1010101100,5,0.009765625,17.706149645
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1110001000,5,0.009765625,61.328242977
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,1110101000,5,0.009765625,59.093503768000005
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0001100110,4,0.0078125,58.771088575
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0010011100,4,0.0078125,17.160749432
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0010011101,4,0.0078125,13.924048446
a0ee7567-39f4-4816-a0eb-227624bdce85,955711c4-afd3-490d-a366-4e51def2343f,G10,10,3,512,c,0101010110,4,0.0078125,34.645304912
